TFIDF FILE ./novels/DickensAChristmasCarol.txt
('abed', 0.008040544968903485)
('abels', 0.010028616539480026)
('abide', 8.825868659732292e-05)
('abject', 0.0029014545102133142)
('able', 0.0007412052653315362)
('abode', 0.00315101888811363)
('about', 0.0)
('above', 0.0)
('abrahams', 0.010028616539480026)
('abroad', 0.0018267658792735476)
('abstinence', 0.003726578763252765)
('abundance', 0.0017385071926762244)
('abyss', 0.003726578763252765)
('accept', 0.0)
('accepted', 0.00017651737319464584)
('accepting', 8.825868659732292e-05)
('access', 0.0)
('accessed', 0.00017931969974468816)
('accessible', 0.00017931969974468816)
('accommodate', 0.004889526080789855)
('accompanied', 0.0023888942122289986)
('accordance', 0.0003586393994893763)
('account', 0.0010934673856853679)
('accuracy', 0.0019024478690022146)
('accusatory', 0.008040544968903485)
('accustomed', 0.0009425017785322042)
('ache', 0.003726578763252765)
('aches', 0.005412457305111513)
('achieved', 0.0029014545102133142)
('acquaintance', 0.0012963751423055528)
('acquainted', 0.0014363141639584312)
('across', 0.0018850035570644084)
('act', 0.0011118078979973044)
('acted', 0.0007962980707429995)
('action', 0.0007412052653315362)
('active', 0.0002647760597919688)
('actual', 0.0)
('adamant', 0.006052473398326944)
('adapted', 0.0014363141639584312)
('add', 0.0007962980707429995)
('added', 0.0023022395005565404)
('addition', 0.0)
('additional', 0.0)
('additions', 8.825868659732292e-05)
('address', 0.00017651737319464584)
('addressed', 0.0027401488189103215)
('addresses', 0.00017931969974468816)
('addressing', 0.0024593224598426426)
('adjoining', 0.0022614384169978826)
('adjusted', 0.00630203777622726)
('adjustment', 0.004064401827750404)
('administered', 0.0022614384169978826)
('administrator', 0.006877597651366396)
('admiration', 0.0023888942122289986)
('admit', 0.0009133829396367738)
('admitted', 0.0007962980707429995)
('advance', 0.0003706026326657681)
('advanced', 0.0017266796254174054)
('advantage', 0.0004712508892661021)
('adventure', 0.0014363141639584312)
('adversary', 0.0029014545102133142)
('affability', 0.004889526080789855)
('affairs', 0.0006838059666349129)
('affection', 0.0009133829396367738)
('affectionate', 0.00315101888811363)
('affects', 0.003726578763252765)
('afford', 0.0011629473175370896)
('afforded', 0.0020763302571738633)
('affront', 0.004889526080789855)
('afraid', 0.005574086495200997)
('after', 0.0022064671649330734)
('afternoon', 0.009133829396367739)
('afterwards', 0.005185500569222211)
('again', 0.004324675643268824)
('against', 0.0)
('age', 0.0005379590992340645)
('aged', 0.00017651737319464584)
('agent', 8.825868659732292e-05)
('ages', 0.0007962980707429995)
('agility', 0.003726578763252765)
('agitated', 0.0038048957380044292)
('agitation', 0.0020763302571738633)
('ago', 0.0018530131633288408)
('agonised', 0.006052473398326944)
('agony', 0.0011629473175370896)
('agree', 0.0)
('agreeable', 0.0019024478690022146)
('agreed', 8.825868659732292e-05)
('agreement', 0.003227754595404387)
('ah', 0.01005419914770902)
('air', 0.005193970082005497)
('ak', 0.00017931969974468816)
('alarm', 0.0014363141639584312)
('alarming', 0.0058029090204266285)
('alas', 0.0029014545102133142)
('aldermen', 0.008040544968903485)
('ali', 0.012104946796653889)
('alike', 0.0011629473175370896)
('alive', 0.0018530131633288408)
('all', 0.0)
('alleys', 0.006877597651366396)
('allow', 0.0)
('allowed', 0.0009425017785322042)
('almonds', 0.010028616539480026)
('almost', 0.0)
('almshouse', 0.008040544968903485)
('alone', 0.0)
('along', 0.004241258003394919)
('alphabet', 0.004447394030419183)
('already', 0.0)
('also', 0.0)
('altar', 0.0029014545102133142)
('alteration', 0.0)
('altered', 0.0031668652322658763)
('alternate', 0.00017931969974468816)
('although', 0.004777788424457997)
('altogether', 0.0005755598751391351)
('always', 0.0015886563587518127)
('am', 0.0226200426847729)
('amazed', 0.0020763302571738633)
('amends', 0.0068487714690699435)
('among', 0.004373869542741471)
('amongst', 0.0025927502846111055)
('ample', 0.0017385071926762244)
('ancestors', 0.0015834326161329381)
('ancient', 0.0034190298331745646)
('angel', 0.0024593224598426426)
('angelic', 0.005412457305111513)
('angels', 0.00315101888811363)
('angry', 0.005814736587685449)
('animal', 0.002877799375695676)
('ankle', 0.00630203777622726)
('announced', 0.0014363141639584312)
('announcement', 0.0024593224598426426)
('anonymous', 0.00315101888811363)
('another', 0.0030890540309063026)
('answer', 0.0024603016177920777)
('answered', 0.003335423693991913)
('answering', 0.0011629473175370896)
('antique', 0.004447394030419183)
('anxious', 0.0018267658792735476)
('anxiously', 0.0024593224598426426)
('any', 0.0)
('anybody', 0.013568630501987297)
('anyone', 0.0)
('anything', 0.0)
('anyway', 0.003726578763252765)
('anywhere', 0.0)
('apart', 0.0017266796254174054)
('apoplectic', 0.006052473398326944)
('apostles', 0.005412457305111513)
('appalled', 0.003726578763252765)
('appalling', 0.0029014545102133142)
('apparel', 0.0034243857345349718)
('apparently', 0.001035451616901472)
('apparition', 0.011179736289758296)
('appealing', 0.0029014545102133142)
('appear', 0.0)
('appearance', 0.0007412052653315362)
('appearances', 0.001035451616901472)
('appeared', 0.005188436857320755)
('appearing', 0.0005379590992340645)
('appears', 0.0)
('appetite', 0.0031668652322658763)
('applauded', 0.003726578763252765)
('apple', 0.004918644919685285)
('apples', 0.010273157203604916)
('applicable', 0.0)
('applied', 0.0012963751423055528)
('apply', 0.0)
('appraised', 0.006877597651366396)
('apprehensive', 0.004064401827750404)
('apprentice', 0.00977905216157971)
('apprenticed', 0.008040544968903485)
('apprentices', 0.004447394030419183)
('approach', 0.0002647760597919688)
('approached', 0.0018267658792735476)
('appropriate', 0.0020763302571738633)
('approving', 0.004889526080789855)
('aprons', 0.005412457305111513)
('archive', 0.0)
('archways', 0.006877597651366396)
('arise', 0.0)
('arm', 0.0037700071141288168)
('arms', 0.0022236157959946087)
('aromatic', 0.008040544968903485)
('arose', 0.0007962980707429995)
('array', 0.00017651737319464584)
('arrival', 0.0009133829396367738)
('arrived', 0.0004712508892661021)
